summary_nr,report_id,event_date,age,sex,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,rel_insp_nr,event_type,occ_code,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,Category
221600273,418800,9/10/2023,30,M,Employee is killed when electrocuted while performing power line operation,"Back,Clothing,Construction,Contact,Cutout Switch,Electric Shock,Electrical Burn,Electrical Wire,Electrical Work,Electrocuted,High Voltage,Leg,Material Handling,Neck,Overhead Power Line,PPE,PPE Hazard",O,,,,B,346964067,13,7015.0,70.0,,,,1,Electrocution/Shock
221613276,1055350,9/10/2023,23,M,Two employees are killed when hit by truck on highway,"Blunt force trauma,Highway,Motor Vehicle,Road,Struck By,Traffic Accident,Tree Care,Truck",,,,,,347074858,1,999.0,,,,,1,Blunt Force/Struck By Objects
221613276,1055350,9/10/2023,27,M,Two employees are killed when hit by truck on highway,"Blunt force trauma,Highway,Motor Vehicle,Road,Struck By,Traffic Accident,Tree Care,Truck",,,,,,347074858,1,999.0,,,,,2,Blunt Force/Struck By Objects
221597446,625700,9/9/2023,36,M,Employee is killed when struck by motor vehicle,"Construction,Highway,Highway Shoulder,Highway work zone,Motor Vehicle,Struck By,Traffic Accident",I,,0.0,,C,346964810,1,,70.0,,,,1,Blunt Force/Struck By Objects
221597859,551800,9/9/2023,33,M,Employee is killed when stabbed by coworker,"Dishwasher,Gas Station,Knife,Restaurant,Stabbed,Workplace Violence",,,,,,346967581,14,889.0,,,,,1,Violence
221598329,728500,9/9/2023,53,M,Employee is killed in fall from roof,"Blunt force trauma,Fall,Fall From Elevation,Head,Roof,Roof Opening",H,1.0,,,E,346970718,5,595.0,43.0,,,,1,Falls
221601552,257220,9/9/2023,53,M,Employee is killed of cardiac episode,"Cardiac Arrest,Dizziness,Heart,High Blood Pressure",,,,,,346977515,12,888.0,,,,,1,Medical Events
221597453,625700,9/8/2023,29,M,Employee is killed when electrocuted,"Cable,Derrick,Derrick Truck,Electrocuted,Overhead Power Line",,,,,,346964950,14,889.0,,,,,1,Vehicle Accidents
221597701,627500,9/8/2023,55,M,"Employee is killed when lacerates head, abdomen and arm","Abdomen,Arm,Blade,Disc,Head,Laceration,Mixer Blade",,,,,,346966534,14,889.0,,,,,1,Other
221597818,111700,9/8/2023,73,M,Employee is killed in fall off pickup truck,"Blunt force trauma,Broken,Face,Fall,Fall From Elevation,Head,Laceration,Truck",,,,,,346967557,5,,,,,,1,Falls
221597842,626600,9/8/2023,42,M,Employee is killed when electrocuted,"Blunt force trauma,Climbing on Ladder,Electrocuted,Fall,Fall From Elevation,Head,Installing,Ladder,Lighting,Struck Against",H,1.0,,,A,346967631,5,,25.0,,4.0,4.0,1,Falls
221598543,950633,9/8/2023,56,M,Employee dies of heart attack,"Arm,Back,CPR,Collapse,Heart Attack,Natural Causes,Preexisting Condition",,,,,,346971880,14,,,,,,1,Crushed/Caught Between
221599160,418400,9/8/2023,60,M,Employee is killed when struck by sweeper,"Broken Bone,Crushed,Crushing,Inspecting,Milling Machine,Road Paving,Struck By,Sweeper",I,,,,C,346976947,1,,34.0,,,,1,Blunt Force/Struck By Objects
221604358,316700,9/8/2023,57,M,Employee is killed when crushed by machine,"Abdomen,Bucket,Casting,Cleaning,Crushed,Pinched,Reaching",,,,,,347008518,2,779.0,,,,,1,Crushed/Caught Between
221597271,626300,9/7/2023,59,M,Employee is killed in fall from height,"Fall,Fall From Elevation,Jammed,Silo",,,,,,346963663,5,,,,,,1,Falls
221597982,751910,9/7/2023,57,M,Employee dies after fall from box truck,"Blunt force trauma,Box truck,Concrete Floor,Crate,Fall,Fall From Elevation,Unloading,Warehouse",,,,,,346967961,5,843.0,,,,,1,Falls
221598832,524530,9/7/2023,23,M,Employee dies from head trauma in fall while setting trusses,"Blunt force,Blunt force trauma,Commercial Building,Concrete Floor,Concrete Surface,Construction,Construction vehicle,Contusion,Crane Load,Fall,Fall From Elevation,Fall Protection,Head,Installing,Insuf",H,1.0,,,A,346963614,5,567.0,14.0,,22.0,22.0,1,Falls
221599442,950643,9/7/2023,22,M,Employee dies of blunt force trauma to the chest,"Agriculture Machinery/Vehicle,Backing Up,Blunt force trauma,Chest,Driver,Struck By,Tractor--Truck,Trailer",,,,,,346978331,14,0.0,,,,,1,Blunt Force/Struck By Objects
221599517,419700,9/7/2023,55,M,Employee dies of possible heart attack,"CPR,Edger,Heart Attack,Natural Causes,Preexisting Condition,Seizure,Truck,Underlying Medical Condition,Unresponsive",,,,,,346965056,12,486.0,,,,,1,Vehicle Accidents
221601008,625400,9/7/2023,46,M,Employee dies of heat-related illness,"Cardiac Arrest,Delivery Work,Heat,Heat Exhaustion,Heat Injury Prevention Program,Heat Stroke,Heat index,Heat-related illness,Package Delivery",,,,,,346986920,14,805.0,,,,,1,Medical Events
221601073,551800,9/7/2023,54,M,Employee dies after two heart attacks,"Cardiac Arrest,Heart Attack,Natural Causes,Powered Industrial Vehicle,Preexisting Condition,Underlying Medical Condition",,,,,,346987225,14,856.0,,,,,1,Medical Events
221602568,830100,9/7/2023,71,M,Employee is killed in fall from ladder,"Concrete Floor,Fall,Fall From Elevation,Grain,Ladder,Pushing,Tractor Trailer",,,,,,346996572,14,,,,,,1,Falls
221609407,950643,9/7/2023,32,F,Employee is killed when struck on head by airplane propeller,"Aircraft Propeller,Airplane,Blunt force trauma,Head,Struck By,Testing",,,,,,347048910,1,508.0,,,,,1,Blunt Force/Struck By Objects
221596711,111400,9/6/2023,25,M,Employee is crushed and killed by conveyor,"Conveyor,Crushed,Head,Machine operator",,,,,,346959349,1,869.0,,,,,1,Crushed/Caught Between
221596976,950625,9/6/2023,23,M,Employee is killed via electrocution,"Connector,Contact,Electrocuted,Panel,Solar",,,,,,346960875,13,,,,,,1,Electrocution/Shock
221597040,454712,9/6/2023,64,F,Employee falls down stairs and dies from blunt force trauma,"Blunt force trauma,Fall,Fall From Elevation,Head,Hospital,Natural Causes,Stair,Underlying Medical Condition",,,,,,346961162,5,5.0,,,,,1,Falls
221597081,522500,9/6/2023,46,M,Employee is electrocuted after contacting overhead powerline,"Conductive Hose,Contact,Electrocuted,Installing,Optical Fiber Cable,Overhead Power Line,Roller--Const Equip",O,,,,A,346961857,13,7055.0,,,,,1,Electrocution/Shock
221597131,454715,9/6/2023,57,M,Employee is killed when struck by/crushed by wood pack,"Crushed,Falling Object,Hemorrhage,Liver,Roller Conveyor,Shock,Struck By",,,,,,346962392,1,,,,,,1,Falls
221601693,1054115,9/6/2023,63,M,Employee is killed when run over by forklift,"Forklift,Run Over,Struck By",,,,,,346991623,1,889.0,,,,,1,Blunt Force/Struck By Objects
221602089,1055320,9/6/2023,54,M,Employee dies from trauma in vehicle crash after tire blowout,"Blowout--Tire,Blunt force,Blunt force trauma,Construction,Driving,Highway,Motor Vehicle,Road,Tire,Traffic Accident",,,,,,346967375,14,999.0,,,,,1,Blunt Force/Struck By Objects
221604374,352440,9/6/2023,55,M,Employee is killed when struck by motor vehicle,"Caught Between,Crushed,Garbage Truck,Motor Vehicle,Pinned,Road,Struck By,Traffic Accident",,,,,,346962004,1,,,,,,1,Blunt Force/Struck By Objects
221605579,150900,9/6/2023,34,M,One employee is killed by blunt injuries in patrol vehicle crash,"Ankle,Blunt force trauma,Collision,Ejected,Fracture,Head,Motor Vehicle,Neck,Police,Rupture,Spleen,Torso,Traffic Accident,Vertebra",,,,,,346971047,1,7030.0,,,,,1,Blunt Force/Struck By Objects
221646094,625400,9/6/2023,39,M,Employee is killed in fall through roof hole to tile floor,"Blunt force,Blunt force trauma,Commercial Building,Concrete Floor,Construction,Fall,Fall From Elevation,Fall Protection,Head,Insufficient Supervision,Lack of Work Procedures,Misjudgment,Misjudgment of",C,2.0,,,B,346966419,5,595.0,43.0,,20.0,,1,Falls
221596943,950621,9/5/2023,22,M,Employee drowns when equipment rolls over,"Agriculture Machinery/Vehicle,Driver,Drown,Drowning,Roll-Over",,,,,,346960503,2,479.0,,,,,1,Other
221597057,453710,9/5/2023,29,F,Employee dies while harvesting potatoes,"Heat,Heat Injury Prevention Program,Heat-related illness,Natural Causes,Preexisting Condition,Underlying Medical Condition",,,,,,346961196,12,999.0,,,,,1,Medical Events
221597289,253640,9/5/2023,24,M,Employee dies of cardiac arrest,"Cardiac Arrest,Garbage Truck,Heart Attack,Natural Causes,Preexisting Condition,Underlying Medical Condition",,,,,,346963473,14,,,,,,1,Vehicle Accidents
221598303,317500,9/5/2023,47,M,Employee is killed when caught in running rollers,"Caught In,Dragged,Lockout/Tagout,Machine Guarding,Roller--Mach/Part,Rotating Parts",,,,,,346958747,6,843.0,,,,,1,Other
221601370,355123,9/5/2023,62,M,Employee dies of unknown causes while operating heavy equipment,"Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Construction,Construction vehicle,Driving,Heart,Mechanic,Medical Condition,Medical History,Motor Vehicle,Underlying Medical Condition,Unresponsive",M,,,,A,346959422,12,516.0,71.0,,,,1,Vehicle Accidents
221615057,453720,9/5/2023,38,M,Employee dies after struck by motor vehicle,"Motor Vehicle,Road,Struck By,Traffic Accident,Traffic Control",,,,,,346995947,1,999.0,,,,,1,Blunt Force/Struck By Objects
221644370,316700,9/5/2023,62,M,Employee is killed when crushed by boulder,"Boulder,Caught Between,Crushed,Dump Truck Bed,Excavator,Falling Object,Pinned",,,,,,346958093,2,486.0,,,,,1,Falls
221624877,936100,9/4/2023,25,M,Employee is killed when struck by falling tree,"Falling Object,Jack,Struck By,Tree,Tree Felling",,,,,,346964232,1,496.0,,,,,1,Falls
221647555,453710,9/4/2023,43,M,Employee is killed when pinned between vehicle and aircraft,"Accelerator Pedal,Airplane,Airport,Backing Up,Brake,Caught Between,Crushed,Pinned,Ramp,Slip,Truck",,,,,,347052326,2,999.0,,,,,1,Crushed/Caught Between
221596810,418200,9/3/2023,25,M,Employee is shot and killed,"Gun,Gunshot,Parking,Parking Lot,Robbery",,,,,,346959935,1,813.0,,,,,1,Other
221597784,1054194,9/2/2023,32,M,Employee is killed when shot working at convenience store,"Convenience Store,Convenience Store Clerk,Gun,Gunshot,Workplace Violence",,,,,,346967011,14,276.0,,,,,1,Violence
221600448,627510,9/2/2023,57,M,Employee dies from cardiac arrest leaving inspection site,"Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Chest,Construction,Inspection,Kidney,Laceration,Medical Condition,Medical History,Residential Construction,Respiratory Tract,Underlying Medical Cond",,,,,,346983554,12,0.0,,,,,1,Medical Events
221595739,627100,9/1/2023,24,M,Employee is killed due to cardiac arrest from electric shock,"Arm,Burn,Cardiac Arrest,Conduit,Electric Arc,Electric Arc Flash,Electric Shock,Electrical Wire,Electrical panel,Electrocuted,Heart Attack,Insulated Tool,Internal Injuries,PPE,Panel,Protective Clothing",D,,0.0,,B,346952906,13,575.0,24.0,,,,1,Medical Events
221596257,830600,9/1/2023,19,M,Employee dies after cuts throat with broken glass,"Bleeding,Break,Broken Glass,Fall,Fall On Same Level,Glass,Loss Of Blood,Neck,Struck Against,Throat",,,,,,346956469,14,715.0,,,,,1,Falls
221596422,420100,9/1/2023,54,M,Employee is killed when struck by collapsing pipe,"Blunt force trauma,Equipment Failure,Gas,Head,Pipe,Struck By,Valve,Venting",,,,,,346957210,1,555.0,,,,,1,Blunt Force/Struck By Objects
221598030,626600,9/1/2023,47,M,Employee is killed in fall from roof,"Blunt force trauma,Concrete Floor,Fall,Fall From Elevation,Installing,Roof",C,2.0,,,B,346966385,5,595.0,43.0,,17.0,22.0,1,Falls
221595697,418300,8/31/2023,38,M,Employee is killed when head is caught in machine,"Adjust,Caught In,Crushed,Head,Lockout,Lockout/Tagout,Machine Cycled,Machine operator,Reaching",,,,,,346952310,2,779.0,,,,,1,Crushed/Caught Between
221595929,552652,8/31/2023,31,M,Employee is killed due to electrocution,"Electric Shock,Electrocuted,Overhead Power Line,Tree,Tree Trimming",,,,,,346953953,13,,,,,,1,Electrocution/Shock
221596547,625500,8/31/2023,44,M,Employee dies from head trauma in fall while fixing garage door,"Blunt force,Blunt force trauma,Concrete Floor,Concussion,Door,Fall,Fall From Elevation,Falling Object,HVAC,Hand Tool,Head,Ladder,Loss of consciousness,Manager,Overhead Door,Repair,Unconsciousness",,,,,,346957822,5,8.0,,,,,1,Falls
221597834,751910,8/31/2023,30,M,Employee is killed when crushed by conveyor truck,"Abdomen,Arm,Backing Up,Caught Between,Conveyor,Crushed,Crushing,Internal Injuries,Spotter,Spotting,Torso,Trailer,Truck",A,,,,C,346967607,2,268.0,43.0,,,,1,Crushed/Caught Between
221638182,257210,8/31/2023,40,M,Employee is killed due to electrocution,"Electric Shock,Electrocuted,Panel",,,,,,347004095,13,577.0,,,,,1,Electrocution/Shock
221595762,953220,8/30/2023,64,M,Employee is killed in fall from truss,"Concrete,Fall,Fall From Elevation,Fracture,Installing,Skull,Spine,Truss",A,1.0,,,A,346953060,5,869.0,14.0,,10.0,10.0,1,Falls
221595770,552700,8/30/2023,53,M,Employee is killed when struck by dump truck,"Asphalt,Blunt force,Crushed,Dump Truck,Road Paving,Struck By,Tire",,,,,,346953144,1,999.0,,,,,1,Blunt Force/Struck By Objects
221596083,626300,8/30/2023,25,M,Employee dies of head trauma in fall attaching truss to beam,"Anchor,Blunt force,Blunt force trauma,Building,Construction,Fall,Fall From Elevation,Fall Protection,Fracture,Framing,H-Beam,Harness,Head,Installing,Insufficient Supervision,Laborer,Lack of Engineerin",B,3.0,,,A,346954654,5,869.0,14.0,,20.0,20.0,1,Falls
221596844,551800,8/30/2023,24,M,Employee is shot and killed while at work,"Driver,Gun,Gunfire,Gunshot,Motor Vehicle,Puncture Wound,Security Guard,Workplace Violence",,,,,,346949563,14,426.0,,,,,1,Vehicle Accidents
221595150,950633,8/29/2023,32,M,Employee is killed when asphyxiated while backing up in fork,"Asphyxiated,Backing Up,Crossarm,Deadman Control,Forklift,Ind Trk Operator,Material Handling,Pinned,Stand-Up Forklift",,,,,,346948466,2,889.0,,,,,1,Crushed/Caught Between
221595440,452110,8/29/2023,55,M,Employee dies after experiencing medical event,"Manager,Medical Condition,Retail Store,Underlying Medical Condition",,,,,,346950348,12,999.0,,,,,1,Medical Events
221595523,111400,8/29/2023,0,,Employee is killed in forklift accident,"Dumpster,Fall,Fall From Elevation,Falling Object,Forklift,Forks,Seat Belt,Struck By,Tips Over,Untrained",,,,,,346945850,14,519.0,,,,,1,Falls
221595531,419730,8/29/2023,30,M,Employee is killed in fall from roof,"Abdomen,Adhesive,Blunt force trauma,Concrete Floor,Contusion,Fall,Fall From Elevation,Fall Protection,Fracture,Head,Hemorrhage,Laceration,Liver,Rib,Roof,Skull,Spleen,Sprayed,Torso,Tripped,Walking Back",B,2.0,,,B,346951577,5,595.0,43.0,,18.0,18.0,1,Falls
221595945,626700,8/29/2023,0,,Employee dies after cleaning dumpster,"Brain Bleed,Cardiac Arrest,Cleaning,Dumpster,Heart Attack,Illness,Stroke",,,,,,346954019,14,453.0,,,,,1,Medical Events
221596182,552700,8/29/2023,27,M,Employee is killed when crushed by truck cab,"Automotive Repair,Collapse,Crushed,Crushing,Head,Repair,Tractor,Traumatic",,,,,,346955362,14,999.0,,,,,1,Crushed/Caught Between
221600943,355114,8/29/2023,39,M,Employee climbing tree is killed in fall,"Blunt force,Blunt force trauma,Cutting,Fall,Fall From Elevation,Tree,Tree Care,Tree Climber,Tree Climbing System,Tree Limb",,,,,,346986409,5,,,,,,1,Falls
221634298,625400,8/29/2023,38,M,Employee is killed when struck by blow-down pipe to head,"Compressor,Hand,Head,High Pressure,Pipe,Pressure Release,Struck By,Valve,Wrench",,,,,,346947328,1,614.0,,,,,1,Blunt Force/Struck By Objects
221644339,626700,8/29/2023,44,M,Employee dies following heart attack and brain bleed,"Brain Bleed,Cleaning,Dumpster,Fall,Fall From Elevation,Heart Attack,Jump,Stroke",,,,,,346967847,14,448.0,,,,,1,Falls
221659907,111400,8/29/2023,51,M,Employee is killed in forklift accident,"Dumpster,Fall,Fall From Elevation,Falling Object,Forklift,Forks,Seat Belt,Struck By,Tips Over,Untrained",,,,,,346945850,14,,,,,,1,Falls
221594070,419700,8/28/2023,40,M,Employee is killed while welding in confined space,"Argon,Confined Space,Lack of oxygen,Oxygen Deficiency,Ship,Shipyard,Suffocated,Welder,Welding",,,,,,346940745,8,,,,,,1,Other
221594286,355118,8/28/2023,66,M,Employee collapses and dies from unknown cause,"Loading,Material Handling,Tractor Trailer,Unresponsive",,,,,,346942212,12,,,,,,1,Vehicle Accidents
221594591,627100,8/28/2023,35,M,Employee is killed and another is injured when trench collapes,"Collapse,Struck By,Trench,Unstable Soil",N,,,,A,346944101,1,869.0,11.0,,,,1,Blunt Force/Struck By Objects
221594625,950621,8/28/2023,63,M,Employee dies from heart attack,"Cardiovasc Disease,Cardiovasc System,Heart Attack,Shortness of breath,Truss",,,,,,346944176,14,519.0,,,,,1,Medical Events
221594732,134000,8/28/2023,40,M,Employee is killed when crushed by excavator,"Cleaning,Crushed,Crushing,Excavation,Excavator,Waste Proc Fac",,,,,,346945462,2,889.0,,,,,1,Crushed/Caught Between
221595390,950611,8/28/2023,60,M,Employee dies after sustaining head trauma from assault,"Assault,Convenience Store,Convenience Store Clerk,Head,Retail,Retail Clerk,Retail Store,Robbery,Struck By,Traumatic,Workplace Violence",,,,,,346949886,1,275.0,,,,,1,Blunt Force/Struck By Objects
221597313,419730,8/28/2023,59,M,Employee dies from head trauma in fall,"Blunt force,Blunt force trauma,Cleaning,Construction,Fall,Fall From Elevation,Fracture,HVAC,Head",,1.0,,,C,346963838,5,,,,6.0,,1,Falls
221597750,453710,8/28/2023,54,F,Employee is killed when head is crushed between molding die,"Arm,Broken,Caught Between,Crushed,Crushing,Die,Head,Injection,Lockout,Lockout/Tagout,Machine Cycled,Molding Machine,Plastic,Reaching,Removing,Robot,Traumatic",,,,,,346944317,2,999.0,,,,,1,Crushed/Caught Between
221608250,950625,8/28/2023,41,M,"Employee begins to feel unwell, later dies from cardiac arrest","Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Construction,Heart,Heart Attack,Medical Condition,Medical History,Renovation,Residential Construction,Respiratory Tract,Seizure,Supervisor,Underlyin",A,,,,A,346946205,12,,28.0,,,,1,Medical Events
221593874,627500,8/26/2023,59,M,Employee is killed in fall off trailer,"Blunt force trauma,Fall,Fall From Elevation,Fracture,Head,Traffic Control,Trailer,Traumatic Brain Injury",I,,,,A,346939911,1,,51.0,,,,1,Falls
221594146,418800,8/26/2023,32,M,Employee is killed when crushed by hoisted load,"Crane,Crushed,Falling Object,Hoist",H,4.0,,,B,346941420,1,869.0,24.0,,,,1,Falls
221593445,213900,8/25/2023,24,M,Employee is killed when crushed by machine,"Activated,Caught Between,Crushed,Hydraulic,Hydraulic Table,Pallet",,,,,,346936925,1,779.0,,,,,1,Crushed/Caught Between
221593585,216000,8/25/2023,32,M,Employee is killed when struck by falling tree,"Blunt force trauma,Struck By,Traumatic Brain Injury,Tree Care,Tree Limb",,,,,,346937527,1,889.0,,,,,1,Blunt Force/Struck By Objects
221594138,316700,8/25/2023,34,M,Employee dies after sustaining head injury when struck by pallets,"Fall,Fall On Same Level,Forklift,Head,Ind Trk Operator,Pallet,Pedestrian,Struck By,Traumatic",,,,,,346941370,1,0.0,,,,,1,Falls
221594203,454721,8/25/2023,49,M,Employee dies from cardiovascular disease,"Air Conditioner,Cardiovasc Disease,Cardiovasc System,Forklift,Heat,Heat Injury Prevention Program,Heat-related illness,Hypertension,Ind Trk Operator,Material Handling,Stand-Up Forklift,Unresponsive",,,,,,346941610,14,,,,,,1,Vehicle Accidents
221594252,522300,8/25/2023,25,M,"Employee falls from height, incurs brain swelling, and later dies","Brain,Brain Bleed,Construction,Demolition,Fall,Fall From Elevation,Laborer,Roof,Roof Collapse,Traumatic Brain Injury,Truss",D,1.0,,,C,346942071,5,869.0,43.0,,17.0,,1,Falls
221594484,551800,8/25/2023,36,M,"Employee dies due to unknown reasons, possibly heat-related","CPR,HVAC,Heat Injury Prevention Program,Heat-related illness,Installing,Material Handling,Plumbing,Repair,Tripped,Unresponsive",,,,,,346939721,14,585.0,,,,,1,Construction/Material Handling
221594666,454510,8/25/2023,41,M,Employee is killed when pulled into mixer,"Chipper,Cleaning,Concrete,Concrete Mixer,Decapitated,Elbow,Fracture,Head,Jaw,Laceration,Leg,Lockout/Tagout,Mixer,Mixer Blade,Neck,Pulled In,Skull",,,,,,346944341,2,999.0,,,,,1,Construction/Material Handling
221594815,454722,8/25/2023,22,M,Employee dies of heat stroke,"Heat Injury Prevention Program,Heat Stroke,Heat-related illness,Loss of consciousness,Roof",A,,12.0,,B,346946064,14,,43.0,,,,1,Falls
221594823,552652,8/25/2023,52,M,Employee dies from heart attack,"Cardiovasc Disease,Cardiovasc System,Heart,Heart Attack,Heat-related illness",,,,,,346939788,12,,,,,,1,Medical Events
221596356,213400,8/25/2023,47,M,Employee is killed in fall from ladder,"Bladder,Blunt force,Blunt force trauma,Fall,Fall From Elevation,Head,Picking an order,Storage Rack",,,,,,346938962,5,593.0,,,,,1,Falls
221597156,454713,8/25/2023,37,M,Employee dies from head and back trauma in fall from ladder,"Back,Blunt force,Blunt force trauma,Concrete Floor,Construction,Electrician,Fall,Fall From Elevation,Fall Protection,Fracture,Head,Ladder,Residential Construction,Work Surface",B,2.0,,,B,346962517,5,575.0,29.0,,15.0,15.0,1,Falls
221598683,830500,8/25/2023,30,M,Employee dies from head trauma in slip and fall off roof,"Blunt force,Blunt force trauma,Carry,Construction,Fall,Fall From Elevation,Fall Protection,Harness,Head,PPE,PPE Hazard Assessment,Residential Construction,Roof,Roofer,Slip,Slippery Surface",A,3.0,,,A,346954589,5,595.0,43.0,,20.0,20.0,1,Falls
221593353,523300,8/24/2023,45,M,Employee is killed via electrocution,"Electrical Splice,Electrocuted,Energized,High Voltage,Overhead Power Line",,,,,,346935737,13,7015.0,,,,,1,Electrocution/Shock
221593510,625700,8/24/2023,42,M,Employee is killed due to unknown reason,"Communication Cable,Crawl Space,Ladder,Unresponsive",H,,10.0,,A,346937303,5,7055.0,24.0,,10.0,10.0,1,Falls
221593619,420600,8/24/2023,19,M,Employee is killed via drowning,"Canal,Dock,Drowning,Landscaping",,,,,,346937766,14,889.0,,,,,1,Other
221593999,552652,8/24/2023,41,M,Employee is killed when vehicle thrown by tornado,"Cable Tv Work,Driving,High Wind,Motor Vehicle,Telecom Work,Traffic Accident,Weather",,,,,,346939838,14,7054.0,,,,,1,Vehicle Accidents
221596240,111500,8/24/2023,40,M,Employee installing solar panels is killed in fall from roof,"Abrasion,Back,Blunt force,Blunt force trauma,Broken Bone,Building,Collapsed lung,Construction,Contusion,Electrical,Face,Fall,Fall From Elevation,Fall Protection,Fracture,Harness,Heart,Installing,Lacer",A,2.0,,,A,346936933,5,577.0,24.0,,27.0,27.0,1,Falls
221607666,150900,8/24/2023,50,M,Firefighter dies from unknown cause at home after work,"Cardiac Arrest,Fire Fighter,Respiratory Tract",,,,,,346944960,12,7022.0,,,,,1,Medical Events
221592850,419730,8/23/2023,34,M,Employee is killed when electrocuted,"Crane,Electrical Burn,Electrocuted,Overhead Power Line,Rigging",A,,,,A,346931082,14,849.0,70.0,,,,1,Electrocution/Shock
221593106,950625,8/23/2023,51,M,Employee dies of heart failure,"Aisle,Grocery Store,Heart Attack,Loss of consciousness,Natural Causes,Seizure",,,,,,346933492,12,,,,,,1,Medical Events
221593429,551800,8/23/2023,45,M,Employee is killed when struck by tractor trailer,"Crushed,Moving,Parking,Struck By,Tractor Trailer",,,,,,346936354,1,856.0,,,,,1,Blunt Force/Struck By Objects
221593775,453730,8/23/2023,22,M,Employee is killed when pulled into unscrambler machine,"Automatic Machine,Caught By,Chain,Lockout/Tagout,Pulled In,Troubleshooting",,,,,,346938707,2,999.0,,,,,1,Other
221593916,830100,8/23/2023,60,M,Employee is killed when struck by trailer tires,"Clearing,Communication,Forklift,Ind Trk Operator,Motor Vehicle,Struck By,Traffic Accident,Truck",,,,,,346935802,2,7020.0,,,,,1,Blunt Force/Struck By Objects
221594195,950643,8/23/2023,46,M,Employee is killed when struck by falling tree branch,"Asphyxiated,Falling Object,Struck By,Tree,Tree Care,Tree Trimming",,,,,,346941628,1,486.0,,,,,1,Falls
221594963,626300,8/23/2023,57,M,Employee dies from heat stress,"Heat,Heat Exhaustion,Heat Injury Prevention Program,Heat index,Heat-related illness,High Temperature,Weather",,,,,,346947153,14,805.0,,,,,1,Other
221595135,522500,8/23/2023,59,M,Employee is killed when crushed by electric arc furnace,"Activated,Contusion,Crushed,Fracture,Furnace,Gate,HVAC,Internal Bleeding,Rib,Troubleshooting",,,,,,346948417,2,,,,,,1,Crushed/Caught Between
221595549,418600,8/23/2023,67,M,Employee is killed in fall into running auger,"Auger,Auger Mechanism,Chipper,Clearing,Contact,Energized,Fall,Fall On Same Level,Jammed,Lockout,Lockout/Tagout,Lost Balance,Sawmill",,,,,,346951692,2,,,,,,1,Falls
221595960,521400,8/23/2023,65,M,Employee dies while on rest break,"Cardiac Arrest,Heat,Heat index",,,,,,346948110,12,737.0,,,,,1,Medical Events
221592355,213600,8/22/2023,63,M,Employee is killed when forklift backs off loading dock,"Backing Up,Chest,Equipment Operator,Face,Fall,Fall From Elevation,Falling Object,Forklift,Fracture,Head,Laceration,Loading Dock,Lung,Neck,Rib,Vertebra",,,,,,346925167,5,,,,,,1,Falls
221592496,418100,8/22/2023,24,M,Employee is killed due to heat stroke and fall from elevation,"Blunt force trauma,Concrete Floor,Fall,Fall From Elevation,Head,Heat,Heat Injury Prevention Program,Heat Stroke,Heat-related illness,Ladder,Painter",A,3.0,,,A,346927221,5,579.0,15.0,,31.0,25.0,1,Falls
221593577,355121,8/22/2023,78,M,Employee dies due to myocardial infarction,"Cardiovasc System,Heart",,,,,,346932031,12,,,,,,1,Other
221594542,524500,8/22/2023,36,M,Employee dies of heat-related illness,"Collapse,Fall Protection,Heat index,Heat-related illness,Hyperthermia,Roof,Roofer,Unresponsive",A,,15.0,,C,346943855,14,,43.0,,,,1,Falls
221594864,728500,8/22/2023,34,M,Employee is killed in forklift collision,"Collision,Crushed,Crushing,Forklift,Hopper,Ind Trk Operator,Mast,Production Line",,,,,,346946353,6,7019.0,,,,,1,Crushed/Caught Between
221595606,636900,8/22/2023,36,M,Employee dies due to heat stroke,"Heat,Heat Injury Prevention Program,Heat Stroke,Heat-related illness,Repair",,,,,,346952153,14,694.0,,,,,1,Other
221608169,653510,8/22/2023,21,M,Employee is killed when struck by falling truck fender,"Automotive Repair,Blunt force,Blunt force trauma,Concussion,Equipment Failure,Falling Object,Head,Jack,Mechanic,Repair,Struck By,Truck",,,,,,346939101,1,,,,,,1,Falls
221614654,452110,8/22/2023,44,M,Employee dies from blunt force head trauma in fall from roof,"Blunt force,Blunt force trauma,Fall,Fall From Elevation,Fall Protection,HVAC,Head,Pavement,Roof",,,,,,347088163,5,999.0,,,,,1,Falls
221592132,728500,8/21/2023,20,M,Employee is killed via electrocution and fall from height,"Electric Shock,Electrical,Electrocuted,Fall,Fall From Elevation,Fracture,Ladder,Neck",H,,50.0,,A,346924384,13,576.0,24.0,,14.0,,1,Falls
221592173,625500,8/21/2023,49,M,Employee dies of heart attack,"Cardiovasc Disease,Heart Attack,Parking Lot",C,3.0,,,A,346924533,12,577.0,24.0,,,,1,Medical Events
221592280,317500,8/21/2023,21,M,Employee dies after fall from garbage truck,"Blunt force trauma,Face,Fall,Fall From Elevation,Garbage Truck,Head,Loader,Moving",,,,,,346924954,5,7057.0,,,,,1,Falls
221592371,420600,8/21/2023,56,M,Employee is killed when crushed by falling horse,"Blunt force trauma,Crushed,Fall,Fall From Elevation,Horse,Struck By,Tripped",,,,,,346925605,6,479.0,,,,,1,Falls
